Date,Open,High,Low,Close,Adj Close,Volume
2001-07-13,24.100000381469727,24.530000686645508,23.52666664123535,24.21666717529297,19.88509750366211,603300
2001-07-16,23.78333282470703,23.850000381469727,22.81333351135254,22.81333351135254,18.732784271240234,180000
2001-07-17,22.64999961853028,23.75,22.63333320617676,23.75,19.501909255981445,287100
2001-07-18,23.03333282470703,23.203332901000977,22.76666641235352,22.76666641235352,18.694456100463867,301800
2001-07-19,24.13333320617676,24.233333587646484,23.733333587646484,23.733333587646484,19.48822021484375,405000
2001-07-20,23.25,23.63333320617676,23.25,23.61666679382324,19.392410278320312,360000
2001-07-23,23.75,23.75,22.89999961853028,22.89999961853028,18.80394172668457,195300
2001-07-24,22.76666641235352,22.76666641235352,22.26666641235352,22.28333282470703,18.29757499694824,150300
2001-07-25,22.200000762939453,22.61666679382324,21.88333320617676,21.88333320617676,17.969120025634766,179100
2001-07-26,22.850000381469727,24.14999961853028,22.76666641235352,23.916667938232425,19.63875961303711,281700
2001-07-27,24.166667938232425,24.733333587646484,24.166667938232425,24.46999931335449,20.09312057495117,121500
2001-07-30,24.59666633605957,24.84666633605957,24.43000030517578,24.63333320617676,20.22724151611328,7800
2001-07-31,25.13333320617676,25.13333320617676,24.63333320617676,24.63333320617676,20.22724151611328,152100
2001-08-01,25.58333206176757,26.233333587646484,25.58333206176757,25.916667938232425,21.28101921081543,28500
2001-08-02,26.56666755676269,26.64999961853028,26.38333320617676,26.416667938232425,21.69159507751465,64800
2001-08-03,26.416667938232425,26.416667938232425,25.916667938232425,26.08333206176757,21.417877197265625,9600
2001-08-06,25.51666641235352,25.71666717529297,25.46666717529297,25.61666679382324,21.034683227539062,21900
2001-08-07,25.200000762939453,25.21999931335449,25.0,25.21999931335449,20.70895767211914,18600
2001-08-08,25.11333274841309,25.51666641235352,24.933332443237305,24.933332443237305,20.473573684692383,18900
2001-08-09,24.0,24.25,24.0,24.25,19.91246795654297,3000
2001-08-10,24.200000762939453,24.33333206176757,24.200000762939453,24.299999237060547,19.953533172607425,12600
2001-08-13,24.83333206176757,24.933332443237305,24.700000762939453,24.88333320617676,20.432518005371094,24300
2001-08-14,25.06666755676269,25.06666755676269,24.983333587646484,24.983333587646484,20.514629364013672,4200
2001-08-15,24.58333206176757,24.58333206176757,24.00666618347168,24.00666618347168,19.712661743164062,6300
2001-08-16,23.33333206176757,23.700000762939453,23.100000381469727,23.700000762939453,19.460845947265625,13500
2001-08-17,23.33333206176757,23.33333206176757,22.86666679382324,22.86666679382324,18.776567459106445,1500
2001-08-20,23.0,23.14999961853028,22.850000381469727,23.11666679382324,18.98185157775879,32700
2001-08-21,23.100000381469727,23.100000381469727,22.53333282470703,22.53333282470703,18.502859115600582,4200
2001-08-22,22.729999542236328,23.233333587646484,22.5,23.233333587646484,19.07765388488769,8400
2001-08-23,23.3700008392334,23.663333892822266,23.309999465942383,23.350000381469727,19.17344856262207,3000
2001-08-24,23.75666618347168,24.483333587646484,23.666667938232425,24.356666564941406,20.00006484985352,1200
2001-08-27,24.5,25.1299991607666,24.5,24.89999961853028,20.44620513916016,12300
2001-08-28,24.450000762939453,24.549999237060547,24.31666755676269,24.31666755676269,19.96721267700196,3000
2001-08-29,24.433332443237305,24.433332443237305,23.46666717529297,23.46666717529297,19.269256591796875,900
2001-08-30,22.549999237060547,22.83333206176757,22.5,22.83333206176757,18.74920082092285,3600
2001-08-31,22.666667938232425,23.15999984741211,22.666667938232425,22.946666717529297,18.842262268066406,6000
2001-09-04,22.86666679382324,23.156667709350582,22.33333206176757,22.33333206176757,18.338626861572266,3300
2001-09-05,22.24666786193848,22.24666786193848,21.53333282470703,21.56666755676269,17.709102630615234,22500
2001-09-06,21.33333206176757,21.666667938232425,20.46666717529297,20.56666755676269,16.887969970703125,792000
2001-09-07,20.38333320617676,21.226667404174805,20.38333320617676,20.71666717529297,17.011127471923828,9900
2001-09-10,20.61333274841309,20.913333892822266,20.61333274841309,20.696666717529297,16.99471092224121,3900
2001-09-17,19.0,19.59333229064941,18.799999237060547,18.799999237060547,15.437296867370604,24600
2001-09-18,18.75,18.906667709350582,18.503332138061523,18.906667709350582,15.524890899658203,1200
2001-09-19,17.123332977294922,17.316667556762695,15.899999618530272,17.316667556762695,14.219279289245604,40200
2001-09-20,16.549999237060547,17.066667556762695,16.200000762939453,16.200000762939453,13.30235195159912,51000
2001-09-21,15.133333206176758,16.100000381469727,15.133333206176758,15.416666984558104,12.659130096435549,11400
2001-09-24,16.333332061767578,16.950000762939453,16.333332061767578,16.950000762939453,13.91819953918457,28500
2001-09-25,17.233333587646484,17.233333587646484,16.5,16.5,13.548687934875488,12900
2001-09-26,16.899999618530273,16.899999618530273,16.0,16.03333282470703,13.165496826171877,9600
2001-09-27,15.333333015441896,15.550000190734863,14.963333129882812,15.550000190734863,12.7686128616333,3600
2001-09-28,15.916666984558104,16.166667938232422,15.633333206176758,15.983332633972168,13.124438285827637,14400
2001-10-01,15.733332633972168,15.733332633972168,15.449999809265137,15.449999809265137,12.686503410339355,5100
2001-10-02,15.75,15.75,15.166666984558104,15.166666984558104,12.453847885131836,12900
2001-10-03,15.0,16.78333282470703,14.966667175292969,16.616666793823242,13.644495010375977,12900
2001-10-04,17.0,17.979999542236328,16.633333206176758,17.583332061767578,14.438246726989746,22800
2001-10-05,17.333332061767578,17.799999237060547,16.633333206176758,17.690000534057617,14.525834083557127,23700
2001-10-08,17.333332061767578,18.56666755676269,17.299999237060547,18.39999961853028,15.108843803405762,49200
2001-10-09,17.96666717529297,17.96666717529297,17.516666412353516,17.566667556762695,14.424565315246582,22200
2001-10-10,17.53333282470703,18.56666755676269,17.416667938232422,18.56666755676269,15.245694160461426,28200
2001-10-11,19.26333236694336,20.27666664123535,19.26333236694336,20.21333312988281,16.59783172607422,62100
2001-10-12,19.733333587646484,20.01666641235352,19.26666641235352,19.86666679382324,16.31316375732422,26400
2001-10-15,19.71666717529297,19.71666717529297,19.31999969482422,19.450000762939453,15.971033096313477,7800
2001-10-16,19.76666641235352,20.049999237060547,19.5,20.049999237060547,16.46370506286621,6600
2001-10-17,20.549999237060547,20.600000381469727,19.233333587646484,19.233333587646484,15.793107986450195,15000
2001-10-18,18.75,18.88333320617676,18.299999237060547,18.53333282470703,15.21833324432373,13200
2001-10-19,18.14999961853028,18.68000030517578,18.14999961853028,18.68000030517578,15.338760375976562,6900
2001-10-22,18.51666641235352,19.600000381469727,18.51666641235352,19.600000381469727,16.09419822692871,23100
2001-10-23,19.799999237060547,20.08666610717773,19.46999931335449,19.51666641235352,16.02577018737793,4500
2001-10-24,20.06666755676269,20.296667098999023,19.97333335876465,20.1299991607666,16.529403686523438,16800
2001-10-25,19.700000762939453,21.0,19.450000762939453,21.0,17.243789672851562,10200
2001-10-26,21.13333320617676,21.183332443237305,20.799999237060547,21.07999992370605,17.309476852416992,22500
2001-10-29,20.416667938232425,20.416667938232425,19.916667938232425,19.916667938232425,16.354228973388672,7500
2001-10-30,19.183332443237305,19.183332443237305,18.676666259765625,18.71666717529297,15.36887264251709,16800
2001-10-31,19.43666648864746,20.046667098999023,19.406667709350582,19.406667709350582,15.935457229614258,8100
2001-11-01,19.78333282470703,20.64666748046875,19.78333282470703,20.600000381469727,16.915334701538086,3612900
2001-11-02,20.983333587646484,20.99666786193848,20.503332138061523,20.799999237060547,17.079561233520508,2115300
2001-11-05,21.549999237060547,21.6299991607666,21.433332443237305,21.6299991607666,17.761104583740234,2100
2001-11-06,21.200000762939453,22.28333282470703,21.200000762939453,22.233333587646484,18.25652313232422,13500
2001-11-07,22.059999465942383,22.63666725158692,22.020000457763672,22.3933334350586,18.387901306152344,144000
2001-11-08,22.666667938232425,23.17333221435547,21.76666641235352,21.786666870117188,17.889741897583008,627300
2001-11-09,22.00666618347168,22.200000762939453,21.753332138061523,21.96333312988281,18.03481101989746,207900
2001-11-12,21.53333282470703,22.51666641235352,21.5,22.38999938964844,18.38515853881836,76800
2001-11-13,23.233333587646484,23.46666717529297,22.97333335876465,23.38333320617676,19.20081901550293,18900
2001-11-14,24.0,24.0,22.96666717529297,23.5,19.296613693237305,60900
2001-11-15,23.38333320617676,23.58333206176757,23.049999237060547,23.26666641235352,19.105018615722656,200400
2001-11-16,23.416667938232425,23.46666717529297,23.0,23.183332443237305,19.036592483520508,24600
2001-11-19,23.42333221435547,23.44333267211914,22.75,23.08666610717773,18.957218170166016,24300
2001-11-20,22.78333282470703,22.83333206176757,21.77666664123535,21.77666664123535,17.88153076171875,29100
2001-11-21,21.683332443237305,22.049999237060547,21.51333236694336,22.049999237060547,18.105972290039062,42300
2001-11-23,22.049999237060547,22.46999931335449,22.049999237060547,22.416667938232425,18.40705299377441,13200
2001-11-26,22.733333587646484,23.33333206176757,22.733333587646484,23.31999969482422,19.1488094329834,9300
2001-11-27,22.799999237060547,23.89666748046875,22.656667709350582,23.34333229064941,19.16797065734864,43500
2001-11-28,23.01666641235352,23.01666641235352,22.303333282470703,22.303333282470703,18.313995361328125,18600
2001-11-29,22.433332443237305,22.946666717529297,22.21666717529297,22.913333892822266,18.81488609313965,19200
2001-11-30,22.63333320617676,22.709999084472656,22.34000015258789,22.61333274841309,18.568546295166016,50400
2001-12-03,22.36666679382324,22.6433334350586,22.21666717529297,22.31666755676269,18.32494354248047,10500
2001-12-04,22.683332443237305,23.416667938232425,22.683332443237305,23.416667938232425,19.228191375732425,14400
2001-12-05,24.08333206176757,25.46666717529297,24.08333206176757,25.28333282470703,20.760974884033203,33000
2001-12-06,25.11666679382324,25.43666648864746,24.85333251953125,25.11666679382324,20.624122619628903,28500
2001-12-07,24.933332443237305,24.933332443237305,24.0,24.21666717529297,19.88509750366211,19200
2001-12-10,24.13333320617676,24.13333320617676,23.656667709350582,23.700000762939453,19.460845947265625,132000
2001-12-11,24.13333320617676,24.433332443237305,23.93666648864746,23.953332901000977,19.668869018554688,30600
2001-12-12,24.21666717529297,24.309999465942383,23.75,23.88333320617676,19.611387252807617,4800
2001-12-13,23.58333206176757,23.58333206176757,22.753332138061523,22.753332138061523,18.683500289916992,36600
2001-12-14,22.916667938232425,23.38666725158692,22.75,23.21999931335449,19.06670379638672,75900
2001-12-17,23.543333053588867,23.850000381469727,23.49666786193848,23.733333587646484,19.48822021484375,31500
2001-12-18,23.96333312988281,23.96333312988281,23.71666717529297,23.916667938232425,19.63875961303711,45000
2001-12-19,23.0,23.30666732788086,22.683332443237305,22.683332443237305,18.62602996826172,519600
2001-12-20,22.33333206176757,22.433332443237305,21.52666664123535,21.536666870117188,17.684459686279297,62400
2001-12-21,22.0,22.07999992370605,21.86666679382324,22.07999992370605,18.130615234375,24900
2001-12-24,22.03333282470703,22.03333282470703,21.916667938232425,21.916667938232425,17.996492385864258,4500
2001-12-26,22.36333274841309,22.540000915527344,22.040000915527344,22.183332443237305,18.2154541015625,34200
2001-12-27,22.33666610717773,22.57666778564453,22.33666610717773,22.52666664123535,18.49738502502441,103800
2001-12-28,22.799999237060547,22.959999084472656,22.56666755676269,22.71666717529297,18.653396606445312,132300
2001-12-31,22.733333587646484,22.733333587646484,22.100000381469727,22.166667938232425,18.201780319213867,23100
2002-01-02,22.63333320617676,23.06666755676269,22.46666717529297,23.06666755676269,18.9407958984375,207900
2002-01-03,23.5,24.906667709350582,23.5,24.83333206176757,20.39146041870117,251700
2002-01-04,25.299999237060547,25.32999992370605,24.299999237060547,24.74666786193848,20.32030296325684,111600
2002-01-07,25.0,25.0,24.13333320617676,24.203332901000977,19.8741512298584,24900
2002-01-08,24.15333366394043,24.663333892822266,23.983333587646484,24.26666641235352,19.92615509033203,79500
2002-01-09,24.666667938232425,25.036666870117188,24.13333320617676,24.13333320617676,19.81666755676269,19200
2002-01-10,24.036666870117188,24.15333366394043,23.82333374023437,23.86000061035156,19.592220306396484,32700
2002-01-11,24.26666641235352,24.26666641235352,23.666667938232425,23.733333587646484,19.48822021484375,43800
2002-01-14,23.666667938232425,23.676666259765625,23.253332138061523,23.270000457763672,19.107755661010746,52200
2002-01-15,23.549999237060547,23.549999237060547,23.003332138061523,23.33333206176757,19.159761428833008,765300
2002-01-16,22.64999961853028,22.82333374023437,22.34666633605957,22.34666633605957,18.34958267211914,1594800
2002-01-17,22.700000762939453,22.916667938232425,22.31666755676269,22.88333320617676,18.790266036987305,25200
2002-01-18,22.166667938232425,22.559999465942383,22.166667938232425,22.299999237060547,18.31125831604004,18000
2002-01-22,22.433332443237305,22.433332443237305,21.299999237060547,21.299999237060547,17.490123748779297,16500
2002-01-23,21.75,22.053333282470703,21.36666679382324,21.933332443237305,18.010168075561523,34500
2002-01-24,22.13333320617676,22.57333374023437,22.13333320617676,22.273332595825195,18.289365768432617,27900
2002-01-25,22.25666618347168,22.666667938232425,22.166667938232425,22.489999771118164,18.46727752685547,4500
2002-01-28,22.799999237060547,22.96666717529297,22.540000915527344,22.88666725158692,18.79298591613769,9300
2002-01-29,23.25,23.25,22.293333053588867,22.36000061035156,18.360536575317383,27300
2002-01-30,22.233333587646484,22.933332443237305,22.233333587646484,22.933332443237305,18.83131217956543,16800
2002-01-31,23.33333206176757,23.33333206176757,22.809999465942383,23.11333274841309,18.979114532470703,12600
2002-02-01,22.983333587646484,22.983333587646484,22.88333320617676,22.88333320617676,18.790266036987305,7200
2002-02-04,22.916667938232425,22.916667938232425,22.299999237060547,22.456666946411133,18.43990135192871,14400
2002-02-05,22.33333206176757,22.57999992370605,22.13333320617676,22.13333320617676,18.17440414428711,2700
2002-02-06,22.33333206176757,22.33333206176757,21.950000762939453,22.06666755676269,18.119659423828125,429900
2002-02-07,21.78333282470703,22.100000381469727,21.350000381469727,21.350000381469727,17.531190872192383,11400
2002-02-08,21.53333282470703,21.82999992370605,21.206666946411133,21.81666755676269,17.914382934570312,62100
2002-02-11,22.049999237060547,22.65999984741211,22.049999237060547,22.65999984741211,18.606876373291016,207000
2002-02-12,22.46666717529297,22.92333221435547,22.26000022888184,22.53333282470703,18.502859115600582,14700
2002-02-13,22.99333381652832,23.049999237060547,22.96999931335449,23.03333282470703,18.91342544555664,9900
2002-02-14,23.270000457763672,23.34666633605957,22.773332595825195,22.90999984741211,18.81214904785156,12900
2002-02-15,22.700000762939453,22.700000762939453,22.36000061035156,22.36000061035156,18.360536575317383,1800
2002-02-19,22.0,22.00666618347168,21.3799991607666,21.3799991607666,17.55581283569336,26400
2002-02-20,21.600000381469727,21.81666755676269,20.940000534057617,21.81666755676269,17.914382934570312,38700
2002-02-21,21.11333274841309,21.25666618347168,20.416667938232425,20.46666717529297,16.805849075317383,246300
2002-02-22,20.5,20.6200008392334,20.18000030517578,20.553333282470703,16.87702178955078,104400
2002-02-25,20.71666717529297,21.733333587646484,20.71666717529297,21.63333320617676,17.763835906982422,182100
2002-02-26,21.75,21.799999237060547,21.1433334350586,21.31666755676269,17.503820419311523,14700
2002-02-27,21.63333320617676,21.93000030517578,21.07333374023437,21.21999931335449,17.424436569213867,90300
2002-02-28,21.3933334350586,21.3933334350586,20.56666755676269,20.56666755676269,16.887969970703125,325500
2002-03-01,21.25,22.53333282470703,21.25,22.47333335876465,18.453598022460938,250200
2002-03-04,22.83333206176757,24.049999237060547,22.63666725158692,23.950000762939453,19.6661319732666,172800
2002-03-05,23.88333320617676,24.53333282470703,23.88333320617676,24.356666564941406,20.00006484985352,492600
2002-03-06,24.13333320617676,24.39999961853028,23.67333221435547,24.30666732788086,19.95899772644043,504600
2002-03-07,24.83333206176757,24.89666748046875,24.14999961853028,24.51333236694336,20.128700256347656,304200
2002-03-08,25.06666755676269,25.50666618347168,25.06666755676269,25.39999961853028,20.85676956176757,40500
2002-03-11,24.89999961853028,25.19333267211914,24.51666641235352,24.8933334350586,20.440732955932617,145800
2002-03-12,23.86666679382324,24.106666564941406,23.75,24.01000022888184,19.715394973754883,18900
2002-03-13,23.58333206176757,23.65999984741211,23.166667938232425,23.356666564941406,19.17892265319824,330000
2002-03-14,23.58333206176757,23.58333206176757,23.226667404174805,23.293333053588867,19.12692070007324,9600
2002-03-15,23.26666641235352,23.700000762939453,23.26666641235352,23.63666725158692,19.40883445739746,32400
2002-03-18,24.200000762939453,24.433332443237305,23.86666679382324,23.916667938232425,19.63875961303711,45300
2002-03-19,24.046667098999023,24.31333351135254,23.983333587646484,24.06666755676269,19.76193046569824,42900
2002-03-20,23.48666763305664,23.58333206176757,23.23666763305664,23.23666763305664,19.08039283752441,22500
2002-03-21,23.33333206176757,23.83333206176757,23.12666702270508,23.83333206176757,19.570331573486328,217500
2002-03-22,23.76666641235352,23.88333320617676,23.56666755676269,23.56666755676269,19.35135078430176,20100
2002-03-25,23.63333320617676,23.799999237060547,22.92333221435547,22.92333221435547,18.82309913635254,27000
2002-03-26,22.96666717529297,23.56333351135254,22.81666755676269,23.28333282470703,19.118701934814453,27900
2002-03-27,23.39999961853028,23.479999542236328,23.12333297729492,23.31999969482422,19.1488094329834,310200
2002-03-28,23.81666755676269,24.0,23.74333381652832,23.74333381652832,19.49643325805664,481500
2002-04-01,23.46666717529297,24.49666786193848,23.46666717529297,24.33333206176757,19.98090362548828,128100
2002-04-02,24.06666755676269,24.06666755676269,23.6200008392334,23.6200008392334,19.395160675048828,21300
2002-04-03,23.549999237060547,23.56666755676269,22.926666259765625,23.1200008392334,18.98459243774414,237000
2002-04-04,23.38333320617676,23.38333320617676,22.950000762939453,23.200000762939453,19.050281524658203,468000
2002-04-05,23.100000381469727,23.11666679382324,22.933332443237305,23.00666618347168,18.89152336120605,4500
2002-04-08,22.24333381652832,23.03333282470703,22.08333206176757,22.933332443237305,18.83131217956543,33600
2002-04-09,22.850000381469727,22.850000381469727,22.350000381469727,22.416667938232425,18.40705299377441,36900
2002-04-10,22.46666717529297,22.56666755676269,21.85333251953125,22.5,18.47548484802246,92700
2002-04-11,22.200000762939453,22.49333381652832,21.913333892822266,22.049999237060547,18.105972290039062,24000
2002-04-12,22.200000762939453,22.233333587646484,21.803333282470703,22.166667938232425,18.201780319213867,42300
2002-04-15,22.5,22.666667938232425,22.200000762939453,22.64999961853028,18.5986557006836,28500
2002-04-16,23.666667938232425,23.98666763305664,23.6200008392334,23.88666725158692,19.614126205444336,46500
2002-04-17,24.299999237060547,24.690000534057617,24.09000015258789,24.406667709350582,20.04111671447754,1386600
2002-04-18,23.916667938232425,24.08333206176757,23.33333206176757,23.676666259765625,19.441694259643555,34800
2002-04-19,23.83333206176757,23.983333587646484,23.299999237060547,23.36666679382324,19.187129974365234,37500
2002-04-22,23.03333282470703,23.03333282470703,22.76666641235352,22.950000762939453,18.84500312805176,471300
2002-04-23,23.049999237060547,23.28333282470703,22.413333892822266,22.5,18.47548484802246,67800
2002-04-24,22.700000762939453,22.76666641235352,21.733333587646484,21.76666641235352,17.873323440551758,41400
2002-04-25,21.733333587646484,21.983333587646484,21.450000762939453,21.950000762939453,18.02386474609375,251400
2002-04-26,22.166667938232425,22.200000762939453,20.976667404174805,21.0,17.243789672851562,239400
2002-04-29,21.14999961853028,21.62666702270508,20.86000061035156,21.049999237060547,17.284841537475586,209400
2002-04-30,21.11666679382324,21.950000762939453,21.11666679382324,21.5,17.654359817504883,93300
2002-05-01,21.433332443237305,21.82666778564453,20.856666564941406,21.57999992370605,17.72004508972168,27900
2002-05-02,21.56666755676269,21.916667938232425,20.656667709350582,20.700000762939453,16.997447967529297,89400
2002-05-03,20.416667938232425,20.416667938232425,19.64999961853028,19.84666633605957,16.296751022338867,99300
2002-05-06,20.08333206176757,20.26666641235352,19.406667709350582,19.450000762939453,15.971033096313477,21300
2002-05-07,19.51666641235352,19.63999938964844,18.950000762939453,19.33333206176757,15.875236511230469,542700
2002-05-08,20.733333587646484,21.709999084472656,20.61666679382324,21.600000381469727,17.736469268798828,215100
2002-05-09,21.53333282470703,21.61333274841309,20.89999961853028,21.25666618347168,17.454547882080078,46800
2002-05-10,21.049999237060547,21.049999237060547,19.906667709350582,20.059999465942383,16.471920013427734,72900
